id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	-log10(pvalue)	-log10(padj)
ABCA4	538.6447175	2.20601413	0.109701216	20.10929514	6.11871e-90	5.81997e-87	89.213340129968	86.2350792539872
SERPINB7	393.0273769	-2.054507089	0.102228889	-20.09712824	7.81893e-90	7.024e-87	89.1068526749312	86.153415497102
MAL	1449.577651	1.809425396	0.091880774	19.69318853	2.46663e-86	2.09924e-83	85.6078959907655	82.6779379069549
FAM101B	533.254237	-2.313580677	0.117785717	-19.64228553	6.73001e-86	5.44121e-83	85.1719842904652	82.2643045124545
ALDH1A1	316.3675738	-3.118855527	0.160201909	-19.46827947	2.04009e-84	1.57087e-81	83.6903506729461	80.8038597542463
ARHGEF28	1623.92375	1.442459123	0.074529412	19.35422658	1.87792e-83	1.38027e-80	82.7263229127614	79.8600359512505
EPHB1	389.8546693	-2.210968461	0.116743122	-18.93874714	5.46829e-80	3.84444e-77	79.2621484615402	76.4151669127214
ACTN4	39581.76121	-0.915363681	0.048505812	-18.87121646	1.96718e-79	1.32539e-76	78.7061558996485	75.8776563104623
KRT8	89133.28387	1.258371873	0.066780805	18.84331701	3.33402e-79	2.15644e-76	78.47703179927	75.6662626210012
MUC7	247.4162106	-4.537095729	0.243833883	-18.60732265	2.80277e-77	1.74311e-74	76.55241253971	73.758675205612
SERPINH1	9296.109017	-0.985460544	0.053001097	-18.59321046	3.64682e-77	2.18404e-74	76.438085672095	73.6607394119287
MYADM	5655.436458	-1.451955638	0.078258468	-18.55333577	7.66445e-77	4.42622e-74	76.1155190046107	73.3539670037817
HIP1	858.2133795	-1.476305304	0.080331289	-18.37771209	1.98152e-75	1.10487e-72	74.7030015398598	71.9566888184531
GPX3	10576.82628	-0.941117958	0.051541864	-18.25929231	1.74539e-74	9.40764e-72	73.7581075165997	71.0265193099972
UTP14A	1549.102905	1.024181246	0.056385451	18.16392751	9.9635e-74	5.19709e-71	73.0015880748619	70.284239762268
ARMCX2	297.4187314	-3.412579344	0.189509174	-18.00746249	1.70256e-72	8.60327e-70	71.7688975741525	69.0653364472411
TACSTD2	6685.549625	1.08496859	0.060830728	17.83586391	3.72251e-71	1.82403e-68	70.4291641269031	67.738968023065
KRT6A	510.5533069	2.160394134	0.122720682	17.60415689	2.28891e-69	1.08858e-66	68.6403712834599	65.9631396490465
HTR6	235.072518	-2.962166043	0.168386788	-17.59143985	2.86504e-69	1.32365e-66	68.5428693102907	65.8782268360166
APOE	209.3529033	-2.665899078	0.151782401	-17.56395378	4.65192e-69	2.08949e-66	68.3323677625286	65.6799597029866
TGFB2	1884.364144	-1.54661636	0.088224964	-17.53037112	8.40193e-69	3.67187e-66	68.0756209410723	65.4351127030923
NOS1	1580.204885	-1.771688558	0.102042124	-17.36232529	1.59145e-67	6.77205e-65	66.7982070014446	64.1692798440297
RAB25	3209.381757	1.084685618	0.062923423	17.23818521	1.37279e-66	5.6918e-64	65.8623958930739	63.244750368676
AIF1L	2565.899824	-1.590989123	0.093181441	-17.0740988	2.31371e-65	9.35316e-63	64.6356910763663	62.0290416363247
EGR3	552.4858516	1.745257825	0.103014171	16.94191979	2.208e-64	8.70813e-62	63.6560009309428	61.0600750961834
PERP	1971.126857	0.966929427	0.057381569	16.85087116	1.03381e-63	3.98015e-61	62.985559271236	60.4001005603523
ETV4	3666.292568	-1.391187776	0.082831742	-16.79534618	2.6396e-63	9.92612e-61	62.5784618803099	60.0032204787838
KRT75	480.7982298	1.985694948	0.118749132	16.72176383	9.0986e-63	3.34374e-60	62.0410254273547	59.4757674994613
CDR2L	3065.483862	-0.887045854	0.053358664	-16.6242142	4.65429e-62	1.67244e-59	61.3321465601391	58.7766494539107
SLC39A8	582.960754	-1.814324419	0.109376826	-16.58783208	8.53458e-62	3.00009e-59	61.0688178463325	58.5228657166413
ALPL	199.3538352	-2.450877544	0.147826548	-16.57941401	9.81815e-62	3.37786e-59	61.0079703371094	58.4713583543172
THRSP	473.8042052	1.85580142	0.111952779	16.57664453	1.02811e-61	3.46346e-59	60.9879604166274	58.4604898237279
KRT19	8641.499671	1.159875317	0.070210085	16.52006715	2.63105e-61	8.68247e-59	60.5798708985818	58.0613567086054
CA12	837.1576959	-1.50410609	0.091619613	-16.41685699	1.4488e-60	4.6854e-58	59.838991562694	57.3292533267875
QPCT	832.0119056	1.392277617	0.084922506	16.39468362	2.08725e-60	6.6178e-58	59.6804255302743	57.1792863620188
CCL28	350.0485392	3.006139934	0.184323196	16.30907019	8.50779e-60	2.6456e-57	59.070183238441	56.5774758180944
AQP5	175.4734503	-3.513934168	0.216168579	-16.25552695	2.04106e-59	6.22715e-57	58.6901442283629	56.2057106728385
MXRA5	512.7027861	-1.956337175	0.120526342	-16.23161501	3.01423e-59	9.02595e-57	58.5208236120347	56.0445070766196
GABRP	153.3804417	2.605426707	0.162125102	16.07047076	4.10954e-58	1.2082e-55	57.3862067880125	54.9178611686065
SPRY4	1097.583071	-1.884509369	0.117694418	-16.01188405	1.05564e-57	3.04817e-55	56.9764841619816	54.5159608155466
FLG	130.6428054	-3.852292887	0.241551572	-15.94811766	2.93614e-57	8.32937e-55	56.5322232403848	54.0793878456365
IL18	198.6616053	-2.402313534	0.15086533	-15.92356267	4.34893e-57	1.21245e-54	56.3616175826447	53.9163361621458
EGLN3	3081.301082	-1.30157905	0.081901383	-15.89202766	7.19617e-57	1.97224e-54	56.1428985855725	53.7050402372987
CACNG7	144.6071107	-3.708809941	0.235202022	-15.76861418	5.116e-56	1.37876e-53	55.2910694641934	52.8605113246485
PTGS1	859.6628822	-2.268369307	0.144644089	-15.68241963	1.99507e-55	5.28858e-53	54.7000418618417	52.2766609217171
CRHR1	998.9671405	1.475674155	0.094107365	15.68075098	2.04818e-55	5.34179e-53	54.6886318789601	52.2723131892525
PLAT	1216.570392	1.190111102	0.07614911	15.62869347	4.64224e-55	1.19151e-52	54.3332724106312	51.9239023083938
MISP	2892.223498	0.873738329	0.056164637	15.55673433	1.43222e-54	3.6186e-52	53.8439902659336	51.4414594211454
KRT18	45617.43659	0.952558137	0.061426515	15.50727945	3.09727e-54	7.70505e-52	53.5090209340042	51.1132245386907
TSHR	1012.644665	1.840361533	0.11881679	15.48906965	4.11198e-54	1.00743e-51	53.3859490063452	50.9967851205416
BTG2	625.3826234	1.202997611	0.077918777	15.43912347	8.93057e-54	2.15533e-51	53.0491208210717	50.6664862261033
AXL	661.0694577	-3.381720286	0.222545038	-15.19566701	3.77798e-52	8.98382e-50	51.4227403454911	49.0465389581925
PEG10	3311.447866	-1.23478069	0.081427792	-15.16411852	6.11139e-52	1.43219e-49	51.2138600007764	48.8439993629794
FBN1	5835.127179	-0.899909363	0.059410604	-15.14728532	7.89614e-52	1.82401e-49	51.1025851601499	48.7389727850137
IGFBP4	6437.8209	-0.852936973	0.056595821	-15.07067047	2.52537e-51	5.75145e-49	50.5976749830161	48.2402226513779
WNT7A	282.1722163	-2.775521495	0.184552054	-15.03923386	4.06224e-51	9.12312e-49	50.3912344217494	48.0398566126518
CLIC5	275.4540662	-2.244360007	0.151515873	-14.81270549	1.2126e-49	2.68598e-47	48.916282436101	46.5708972254432
WNT5A	1422.278856	-1.003541696	0.068140696	-14.72749397	4.29334e-49	9.38152e-47	48.3672047173261	46.0277267912443
FAM107A	8368.869768	-1.060521963	0.072179599	-14.69282146	7.16665e-49	1.54513e-46	48.1446838047924	45.8110349751987
CXCL1	2473.821773	-1.854496934	0.126403846	-14.67120657	9.85764e-49	2.09734e-46	48.0062270462816	45.678331160305
LEPREL1	1638.180413	-0.97119505	0.066318901	-14.64431759	1.46464e-48	3.07575e-46	47.8342691092528	45.5120489673208
DUSP6	892.3122149	-1.530104372	0.105550973	-14.49635499	1.27756e-47	2.64848e-45	46.8936186942797	44.5770033022913
PTPRJ	5044.797513	-0.993226544	0.06859082	-14.48045876	1.61019e-47	3.29579e-45	46.7931228748483	44.482040468318
NACAD	258.7031869	-4.090745593	0.282864978	-14.4618313	2.11105e-47	4.26697e-45	46.6755014803508	44.369880410546
TAGLN2	24621.30911	0.70721728	0.049479702	14.29307883	2.41684e-46	4.82472e-44	45.6167520998684	43.3165278856328
MT1X	475.9066142	1.333008189	0.093580424	14.24451961	4.84871e-46	9.56141e-44	45.3143737901402	43.0194780585538
PRPF8	11655.57893	-0.791099163	0.055887624	-14.15517623	1.73502e-45	3.38016e-43	44.7606955146255	42.4710627418903
SERPINA5	77.03245072	-3.426935747	0.243229574	-14.08930537	4.41887e-45	8.50632e-43	44.3546887748833	42.0702582835524
THBS1	8469.542143	-1.622565227	0.115460504	-14.05298936	7.38497e-45	1.40488e-42	44.1316512645851	41.8523607701102
HOXA9	656.2797753	1.308793722	0.093211862	14.04106403	8.73906e-45	1.64315e-42	44.0585352788951	41.7843227888481
FHL2	3064.424498	0.953740359	0.068433061	13.93683623	3.78343e-44	7.03196e-42	43.4221142968213	41.1529236083309
CD70	1116.199133	1.482569176	0.106556892	13.91340478	5.25186e-44	9.6503e-42	43.2796868595128	41.0154591854832
ATF5	3801.085617	-1.222287183	0.08786807	-13.91048166	5.47098e-44	9.93997e-42	43.2619348728492	41.0026149263526
FAM132B	677.2779364	-1.782000971	0.12897284	-13.81687004	2.01649e-43	3.62296e-41	42.695403927366	40.4409364608523
TCF7	526.8754938	-2.229022288	0.164261466	-13.56996464	6.03511e-42	1.07239e-39	41.2193148097493	38.9696472444514
MMP2	1695.079399	-1.54390619	0.114010044	-13.54184362	8.85386e-42	1.55616e-39	41.0528673495029	38.8079457521119
TNC	11656.87744	-0.97689509	0.072287883	-13.51395353	1.29382e-41	2.24958e-39	40.8881261397758	38.6478985577592
S100A2	2751.953841	1.514558821	0.112721733	13.4362627	3.70691e-41	6.37667e-39	40.4309879580702	38.1954060576697
MSLN	2255.309882	-0.944040842	0.07065197	-13.36184749	1.01025e-40	1.71956e-38	39.9955711408853	37.7645826658936
IGF2BP1	173.3546696	-4.300964789	0.322847892	-13.32195407	1.72532e-40	2.90608e-38	39.763130343289	37.5366924344013
MICAL2	3844.915747	-0.971673287	0.073188334	-13.27634104	3.17535e-40	5.29334e-38	39.4982083980283	37.2762702096585
TMEM178A	308.5565748	-1.401274687	0.105562818	-13.27432062	3.26216e-40	5.38257e-38	39.4864947418203	37.2690103134941
LAMA3	6982.522261	-1.165210839	0.088278911	-13.19919808	8.8674e-40	1.44834e-37	39.0522037004814	36.8391294748856
LRRN2	1751.457087	-0.827754472	0.063105092	-13.11707897	2.62873e-39	4.25066e-37	38.5802540185083	36.3715436318076
NAA15	1798.294348	-0.927596366	0.070876898	-13.08742895	3.88538e-39	6.22046e-37	38.4105664996861	36.2061774982554
PRR15L	154.8614133	2.390726431	0.183537726	13.0258039	8.7277e-39	1.3836e-36	38.0591001903051	35.8589894466577
FLNB	8345.386189	0.572286926	0.04425678	12.93105649	3.00659e-38	4.72005e-36	37.5219257913467	35.3260534008131
LYPD1	1635.572736	-1.185495065	0.091701586	-12.92774873	3.13875e-38	4.88016e-36	37.503243274279	35.3115659390674
PRKAR2B	242.8523249	-1.590705235	0.123482622	-12.88201703	5.68306e-38	8.75192e-36	37.2454177587835	35.0578966608138
TFPI2	279.4140765	-2.771531056	0.216692508	-12.79015632	1.86099e-37	2.83889e-35	36.7302559605374	34.5468514349904
STAT6	1026.391665	-1.275346525	0.099738673	-12.78688085	1.94109e-37	2.93341e-35	36.7119543277764	34.5326272318393
CAPN2	3487.825705	0.569568534	0.04455503	12.78348451	2.02777e-37	3.03602e-35	36.6929813064371	34.517695371821
SLC6A9	408.8521724	-1.462314772	0.114421055	-12.78011969	2.11743e-37	3.14118e-35	36.6741909380769	34.5029071763787
CLGN	230.9057567	-2.040521999	0.160431936	-12.71892646	4.64194e-37	6.82365e-35	36.3333004773737	34.1659832571874
SART1	2621.731427	1.028581584	0.081149541	12.67513747	8.12162e-37	1.18312e-34	36.0903573344426	33.9269712040662
ID2	735.7365145	-1.249766484	0.098626419	-12.67172122	8.48323e-37	1.22477e-34	36.0714387581101	33.91194545996
TFCP2	250.1950082	-7.029309406	0.555458236	-12.65497376	1.05011e-36	1.50267e-34	35.9787652057959	33.8231363839605
SAMD4B	2280.342104	-0.821540483	0.065049121	-12.62954009	1.45124e-36	2.05847e-34	35.8382607598182	33.6864554579982
BGN	5795.449858	0.83117108	0.065969015	12.59941623	2.12713e-36	2.99093e-34	35.672205967287	33.5241937511176
BCAT1	836.9079013	-1.826000551	0.147125337	-12.41119031	2.27249e-35	3.16777e-33	34.643498019197	32.4992463584452
FN1	67605.34677	0.670201479	0.054102215	12.38769031	3.04693e-35	4.17533e-33	34.5161375231199	32.3793091940689
NRP2	600.9783071	-2.253544575	0.181915899	-12.3878374	3.04135e-35	4.17533e-33	34.516933598165	32.3793091940689
BMP4	173.2037946	-2.193589034	0.177093319	-12.38662786	3.08756e-35	4.19544e-33	34.5103845940835	32.3772224854786
EIF4H	2287.129488	-0.748190156	0.060619824	-12.34233466	5.35794e-35	7.21982e-33	34.2710021540751	32.1414736298516
S100A10	8976.070037	0.689351081	0.056040871	12.30086302	8.96115e-35	1.19754e-32	34.0476362529935	31.9217099714506
FSCN1	2552.369331	-0.962952739	0.078521392	-12.26357195	1.42095e-34	1.88335e-32	33.8474212036391	31.7250689636032
BARX2	1396.985308	-0.825399151	0.067340066	-12.25717766	1.53763e-34	2.02141e-32	33.8131481562706	31.6943455901569
GUCY1B3	734.6438268	-0.903069479	0.073974803	-12.20779839	2.82428e-34	3.68296e-32	33.5490922493954	31.4338029979177
AEBP1	368.9323073	-1.867494757	0.154268541	-12.10548014	9.87896e-34	1.27794e-31	33.0052887730272	30.8934895360686
NAAA	405.9073801	-1.557003607	0.130255961	-11.95341541	6.23108e-33	7.99655e-31	32.2054366728609	30.0970973428993
GFRA1	1074.166103	-1.39009459	0.11677265	-11.9042823	1.12426e-32	1.43144e-30	31.9491332408065	29.8442268510759
FST	539.9834319	1.198570652	0.101607399	11.79609617	4.08842e-32	5.16483e-30	31.3884444958692	29.2869439686801
MCTP1	473.7633268	-1.336543639	0.113479812	-11.7778098	5.07958e-32	6.3672e-30	31.2941721954372	29.1960515083061
HS6ST1	5633.749392	-0.769300247	0.065470796	-11.75028101	7.03844e-32	8.75474e-30	31.152523587231	29.0577567471524
ADAMTS5	222.2746591	-2.614102088	0.223046672	-11.71997799	1.00698e-31	1.22428e-29	30.9969791550431	28.9121192451412
EFNA1	748.3086883	1.160411895	0.099006727	11.72053586	1.00037e-31	1.22428e-29	30.9998393407618	28.9121192451412
ASPH	4304.305454	0.668035236	0.05699596	11.72074716	9.9788e-32	1.22428e-29	31.0009216816297	28.9121192451412
SLC7A2	407.9885762	-1.312167242	0.112285427	-11.68599775	1.50304e-31	1.81374e-29	30.8230294614968	28.741424969017
S100A14	599.5017488	1.428733363	0.122403198	11.67235321	1.76473e-31	2.11376e-29	30.7533217313412	28.6749443247829
DLX2	1101.037613	1.080444269	0.092631254	11.66392793	1.94842e-31	2.31661e-29	30.710317421163	28.63514707329
MRC2	2031.458957	-0.804259788	0.069083869	-11.64178845	2.52661e-31	2.98214e-29	30.5974617893105	28.5254719719493
LYPD6B	516.232713	-1.156054351	0.099843202	-11.5786987	5.28421e-31	6.19171e-29	30.2770199314003	28.2081893928208
LAMA1	1025.790076	-1.044573041	0.090443773	-11.54941911	7.43211e-31	8.64584e-29	30.1288878711297	28.063192805786
TMOD1	1391.141901	-1.048579478	0.090852088	-11.54161119	8.13863e-31	9.40012e-29	30.0894486950512	28.0268666022508
TNFRSF10D	698.5033227	-1.066875305	0.092576782	-11.52422109	9.96089e-31	1.14232e-28	30.0017018558714	27.9422122194117
SMR3B	451.5139871	-5.391161378	0.468335354	-11.51132694	1.15685e-30	1.31734e-28	29.9367229490824	27.8803021209631
SSX1	100.9075635	2.338182313	0.203569047	11.48594224	1.55234e-30	1.75533e-28	29.8090131516654	27.7556412246646
GPRC5A	2931.987002	-1.373913931	0.120114507	-11.43836798	2.68896e-30	3.01948e-28	29.5704156581369	27.5200678426638
NXN	3003.617408	-0.660510849	0.057986717	-11.39072667	4.65095e-30	5.18661e-28	29.3324583293427	27.2851164069545
SEMA6A	283.0387486	-2.105973065	0.184948159	-11.38682899	4.86369e-30	5.3867e-28	29.3130341137476	27.2686772108236
PCDH7	253.9688081	-1.836403287	0.161302456	-11.38484392	4.97573e-30	5.4733e-28	29.3031431939707	27.2617507468559
NRCAM	1167.860562	-1.362899859	0.119831565	-11.37346289	5.66928e-30	6.19408e-28	29.2464720931145	27.2080231897874
RBPMS2	1286.68072	-0.808544844	0.07142879	-11.31959322	1.04958e-29	1.13904e-27	28.9789844534757	26.9434610244071
PTX3	136.6214592	-2.795862944	0.247545535	-11.29433798	1.39955e-29	1.50871e-27	28.8540115814163	26.8213942310683
LPIN2	994.1946201	-0.836665512	0.074297404	-11.26103294	2.04349e-29	2.1883e-27	28.6896274832058	26.6598931396451
RPL22	12537.30441	0.606230194	0.053871839	11.25319285	2.23357e-29	2.37611e-27	28.6510004322061	26.6241334579302
DUSP4	743.9332852	-1.387377765	0.123724132	-11.21347744	3.5016e-29	3.70072e-27	28.4557334663949	26.431713772796
TMEM100	241.3244226	-1.478637234	0.132120943	-11.19154317	4.48558e-29	4.70986e-27	28.348181393308	26.3269920020285
PLCG2	447.443353	-1.38723709	0.124148556	-11.1740091	5.4657e-29	5.70196e-27	28.2623542094381	26.2439758336488
TMBIM1	5312.214566	0.60107268	0.053812643	11.16972967	5.73552e-29	5.94508e-27	28.2414272014954	26.22584229692
MMP15	2856.686617	-0.717432569	0.064271832	-11.16247259	6.22362e-29	6.40993e-27	28.2059569322364	26.1931467131925
GLTSCR2	3105.675175	0.567234968	0.050826606	11.16019764	6.38495e-29	6.53447e-27	28.1948424993104	26.1847896315585
YWHAE	16100.92421	-0.741566765	0.066525777	-11.14705911	7.40122e-29	7.5269e-27	28.1306966862695	26.1233838538258
OSR2	462.1717617	1.166187603	0.104825829	11.12500244	9.48033e-29	9.58106e-27	28.0231765450792	26.0185864401193
ANXA5	10095.73091	-0.590627794	0.053120366	-11.11866945	1.01779e-28	1.02221e-26	27.992341820476	25.9904598747762
HSPA5	11388.97768	-0.445104436	0.040049206	-11.11393922	1.07318e-28	1.0712e-26	27.9693274295247	25.970129435996
TRIB3	1114.824303	-0.790917818	0.071441565	-11.07083549	1.73773e-28	1.72387e-26	27.7600177012011	25.7634954881699
VSTM2L	111.9521037	2.046674463	0.184892834	11.06951752	1.76347e-28	1.73874e-26	27.753631924114	25.7597653547467
SLC2A1	3861.311928	-0.868502014	0.078481516	-11.0663256	1.82741e-28	1.79086e-26	27.7381640028603	25.7469383636786
FXYD3	47.06107702	3.848198781	0.347821454	11.06371886	1.88132e-28	1.83259e-26	27.725537327568	25.7369346876044
GPRC5B	706.9313678	-1.032301035	0.093596075	-11.02931968	2.75945e-28	2.67187e-26	27.5591774707492	25.5731846763073
SNX18	963.4471631	-0.80208617	0.072918233	-10.99980263	3.82969e-28	3.68608e-26	27.4168363792267	25.433435243403
TIMM50	6050.466555	-0.742836496	0.067800577	-10.95619721	6.20524e-28	5.9372e-26	27.2072414166375	25.2264183212216
KRT23	3550.136254	0.624993094	0.057066493	10.95201504	6.49856e-28	6.18128e-26	27.1871828669475	25.2089215832646
MYC	938.6741847	-0.85752362	0.078581056	-10.91259988	1.00345e-27	9.45076e-26	26.9985042627032	25.0245332655082
UPK3BL	1092.304987	1.068706896	0.097934782	10.91243454	1.00528e-27	9.45076e-26	26.9977129576281	25.0245332655082
ZNF503	3426.554133	0.751568322	0.068941841	10.90148321	1.13394e-27	1.05987e-25	26.945409924595	24.9747474005324
CHMP1B	1464.616276	0.692553494	0.063691771	10.87351609	1.54144e-27	1.43247e-25	26.8120733753657	24.8439144646282
B4GALNT1	1000.80882	-0.874992285	0.080678246	-10.84545499	2.0959e-27	1.93662e-25	26.6786294423392	24.7129555873827
CNTN4	44.61879116	4.787029664	0.444250916	10.77550881	4.49291e-27	4.12786e-25	26.3474722809162	24.3842750406101
NEO1	3250.048739	-0.752631875	0.069877005	-10.770809	4.72828e-27	4.31957e-25	26.325296813249	24.3645594837226
PLOD3	2186.303737	-0.727387229	0.067598999	-10.76032546	5.29827e-27	4.76207e-25	26.2758659138149	24.3222042249769
CCNI	7301.205851	-0.467728234	0.043468044	-10.76027785	5.30101e-27	4.76207e-25	26.2756413765054	24.3222042249769
CRIP1	4670.92906	0.831453954	0.077267415	10.76073218	5.27494e-27	4.76207e-25	26.2777824759008	24.3222042249769
PRPF31	2869.39653	-0.480567465	0.044715956	-10.74711369	6.11451e-27	5.46252e-25	26.2136383403976	24.2626069599302
LPHN3	88.16383568	-2.783527438	0.25935765	-10.73238994	7.1717e-27	6.37178e-25	26.1443778857397	24.1957392276034
MYLK	2003.070653	-1.103152877	0.10316121	-10.69348525	1.09189e-26	9.64802e-25	25.9618211114475	24.0155618049261
USP25	2850.363962	0.687861671	0.064336325	10.69165319	1.11368e-26	9.78706e-25	25.9532395795379	24.0093477492116
FILIP1	83.39925976	-2.442659772	0.229023472	-10.66554339	1.47534e-26	1.28953e-24	25.8311078826634	23.8895685498557
JAK1	1395.226351	-1.375426593	0.129059791	-10.65728204	1.61241e-26	1.40175e-24	25.7925245170612	23.8533294352295
HMGA2	2250.650076	-1.134720074	0.106907928	-10.6139937	2.56544e-26	2.21835e-24	25.5908381380827	23.6539699320025
VIT	261.6897694	1.145275659	0.108009553	10.60346633	2.87136e-26	2.46968e-24	25.5419123539291	23.6073593152575
IQGAP2	511.2920788	-1.366709575	0.129361645	-10.56502933	4.32833e-26	3.70313e-24	25.3636796352131	23.431431041585
HCK	684.63849	-1.040319086	0.098496527	-10.56198753	4.47094e-26	3.805e-24	25.3496011583234	23.4196453388934
AARD	1551.101794	1.248195066	0.118366609	10.54516195	5.34806e-26	4.52765e-24	25.2718037290236	23.3441271526996
FOXP4	5011.361747	-0.759728894	0.072052772	-10.54406193	5.41101e-26	4.55709e-24	25.2667216634541	23.3413123942577
LAMP3	465.8657977	-1.716087193	0.162986851	-10.52899168	6.35111e-26	5.32111e-24	25.1971503652991	23.2739977630826
PREX1	565.129558	-0.996026636	0.094716937	-10.51582395	7.30396e-26	6.07629e-24	25.1364416138728	23.2163615069629
SPRED3	565.4420778	-1.243300866	0.118234854	-10.51551907	7.32762e-26	6.07629e-24	25.1350370606533	23.2163615069629
PDGFD	256.2756728	-1.267851302	0.120612321	-10.51178925	7.62333e-26	6.28925e-24	25.11785528001	23.201401141563
CCDC6	2087.817348	-0.969954064	0.092331814	-10.50509049	8.18443e-26	6.71788e-24	25.0870115613925	23.172767758131
KLRG2	5326.531011	0.965364001	0.092083594	10.48356127	1.02798e-25	8.39519e-24	24.9880153347319	23.0759694704589
TTLL12	2014.152103	-0.734005774	0.070079652	-10.47387876	1.13879e-25	9.25339e-24	24.9435563551569	23.0336991333606
HUNK	963.4646908	-0.963121923	0.091984609	-10.47046815	1.18058e-25	9.54496e-24	24.9279045783596	23.0202258872615
MECOM	264.0753099	-2.348732729	0.224734876	-10.45112698	1.44794e-25	1.16484e-23	24.8392494341394	22.9337337243283
CELSR1	1694.772709	-1.239847175	0.118685142	-10.4465239	1.51994e-25	1.21671e-23	24.8181735555968	22.914812922516
TRIB1	818.1564103	-1.003701765	0.096320982	-10.42038555	2.0014e-25	1.59422e-23	24.6986661045512	22.7974517468087
GRIA4	126.6977299	-5.506571011	0.529782415	-10.39402376	2.63976e-25	2.0924e-23	24.5784355562414	22.6793552886446
LAD1	5241.779821	0.492412173	0.04740824	10.38663682	2.85234e-25	2.24987e-23	24.5447987076691	22.6478425751836
EPHB3	958.5541983	0.78342259	0.075433087	10.38566261	2.88161e-25	2.26193e-23	24.5403647973975	22.645520839324
LZTS1	250.1165836	-1.471960499	0.141839629	-10.37763927	3.1343e-25	2.44839e-23	24.5038594373157	22.6111194029654
GDF15	925.1699921	-1.035535908	0.099846281	-10.37130179	3.34931e-25	2.60376e-23	24.4750446538759	22.5843990490897
FADS2	4295.345787	-0.586226181	0.056607566	-10.35596873	3.93186e-25	3.04202e-23	24.4054019542961	22.5168379349704
COL15A1	83.69002627	-2.994578334	0.289230794	-10.35359441	4.03063e-25	3.10359e-23	24.3946270669756	22.5081356561311
PDGFC	662.403576	-1.322577281	0.127940861	-10.33741111	4.77256e-25	3.65746e-23	24.3212486030066	22.4368204148607
FBXO17	358.2891942	-1.378595564	0.133433985	-10.3316675	5.06719e-25	3.86493e-23	24.295232811043	22.4128583674349
C2orf70	165.6058873	-1.711646647	0.165962441	-10.3134579	6.12568e-25	4.65034e-23	24.212845694089	22.3325152934056
FZD8	460.9992963	-1.077347812	0.104749886	-10.28495454	8.23809e-25	6.22477e-23	24.0841734677462	22.2058766907505
ITGB6	482.5154093	1.108658455	0.108102235	10.25564789	1.11625e-24	8.39523e-23	23.9522385281034	22.07596740121
TSPAN7	92.92189949	-2.005674103	0.195776601	-10.24470794	1.25002e-24	9.35778e-23	23.9030830383358	22.0288271692218
NOG	1161.793504	-1.09461717	0.106888456	-10.24074262	1.30233e-24	9.70445e-23	23.8852789550767	22.0130290732312
LRFN1	817.9642145	-0.92853062	0.09080382	-10.22567799	1.52159e-24	1.12863e-22	23.8177023546122	21.9474484099748
NEK6	1218.015089	-0.659830931	0.064602048	-10.21377726	1.72034e-24	1.27023e-22	23.7643857126672	21.8961176344086
PTPRS	2356.569344	-0.719097042	0.070414966	-10.21227564	1.74718e-24	1.28418e-22	23.7576623503234	21.8913740981302
MSN	15227.80576	-0.493323221	0.048311862	-10.21122347	1.76624e-24	1.29231e-22	23.7529502840009	21.8886332950558
CPNE8	271.0372256	1.277970538	0.126321457	10.11681287	4.65321e-24	3.3893e-22	23.3322473472554	21.4698899883836
