id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	-log10(pvalue)	-log10(padj)
SMURF2	4992.130372	1.787058314	0.052663253	33.93368635	2.123e-252	1.6601e-249	251.673050005834	248.77986575043
SDC4	3819.959024	1.739226105	0.05196402	33.46981418	1.3255e-245	9.933e-243	244.877620267931	242.002919564528
CD44	4110.809787	2.757300333	0.082796192	33.3022604	3.5808e-243	2.576e-240	242.446019935152	239.589054141312
PMEPA1	5155.696649	3.050370494	0.091858347	33.20733052	8.4378e-242	5.8367e-239	241.073770772854	238.233832628378
CAPN6	2034.84878	-3.650966528	0.110205441	-33.12873195	1.1467e-240	7.6382e-238	239.940550187492	237.117008974169
IDH1	1054.573391	-3.010972088	0.091604254	-32.86934781	6.0279e-237	3.8719e-234	236.219833961037	233.412075867792
TGFBI	542.3528212	3.816817412	0.11956858	31.9215752	1.3404e-223	8.3126e-221	222.872765580837	220.080263117125
FOSL1	1360.581187	4.35832837	0.139998029	31.13135511	9.0698e-213	5.4374e-210	212.04240228955	209.264608717136
DYSF	1029.375676	2.88662876	0.0932213	30.96533486	1.5796e-210	9.1644e-208	209.801452874936	207.03789596335
IGFBP2	11806.69932	-2.748000698	0.089138932	-30.82828843	1.095e-208	6.1542e-206	207.960585880824	205.2108283941
CCDC80	3079.969205	-1.49568082	0.048521131	-30.82534937	1.1989e-208	6.5342e-206	207.921217039803	205.184807576691
SEMA5B	2076.703389	-3.228687498	0.106192855	-30.40399938	4.8634e-203	2.5726e-200	202.31306000955	199.589627734698
ICAM1	4218.031327	1.754577505	0.058847757	29.81553758	2.4572e-195	1.2626e-192	194.609559493352	191.898734215009
TMTC1	2243.761853	-2.055845217	0.071201371	-28.87367449	2.5564e-183	1.2772e-180	182.592371191123	179.893741090133
CAPN2	3487.825705	1.232023352	0.043971304	28.01880424	9.5887e-173	4.6609e-170	172.018240268856	169.331530214792
LTBP1	1547.16305	-3.43992902	0.122811273	-28.00988	1.2316e-172	5.8291e-170	171.909530319769	169.234398494161
MKX	1313.195484	2.014301464	0.072043784	27.95940688	5.0662e-172	2.3363e-169	171.295317669425	168.631471391021
MT2A	4867.587616	2.299351634	0.082662608	27.8161032	2.7703e-170	1.2456e-167	169.557473197979	166.90462140044
EHD4	2960.288607	1.41527188	0.050963085	27.77052986	9.8477e-170	4.3198e-167	169.006665190208	166.364536359877
ELF4	2170.302848	1.551451981	0.056182999	27.61426069	7.502e-168	3.2125e-165	167.124822940185	164.493156863661
CRABP2	2911.267639	-2.602904631	0.094371429	-27.58148995	1.8555e-167	7.7609e-165	166.731539041315	164.110087912457
NXPH4	1443.933318	-2.308615046	0.084071789	-27.46004429	5.2712e-166	2.1546e-163	165.27809050546	162.66663334449
ARSJ	897.8790826	2.269242658	0.082783777	27.41168291	1.9903e-165	7.9545e-163	164.701081456995	162.099387113826
LAMC2	5164.257232	1.710051669	0.062402287	27.40366989	2.4798e-165	9.6955e-163	164.605583344335	162.013429789304
GNS	2639.213308	-1.400383839	0.051364562	-27.26361873	1.1459e-163	4.3851e-161	162.940853280574	160.358020498318
MALL	1600.027436	2.17290916	0.079785538	27.23437361	2.5452e-163	9.5365e-161	162.594278085436	160.020610986888
COL5A2	1383.888624	-3.658141367	0.136356667	-26.82774111	1.5342e-158	5.631e-156	157.81411802159	155.249414472659
TNF	673.7476663	2.268446615	0.085724804	26.46196341	2.6576e-154	9.5594e-152	153.575510384893	151.019569365555
SLC7A8	1511.201503	-1.9333891	0.073400714	-26.34019459	6.6477e-153	2.3443e-150	152.177328587793	149.629986812446
KLHL14	1222.000084	-2.300881731	0.087405395	-26.32425308	1.0121e-152	3.5006e-150	151.994776575142	149.455857511548
NOL6	3018.808129	1.270259163	0.04842512	26.23140956	1.165e-151	3.9533e-149	150.933674074638	148.403040227549
C1orf116	857.8600461	2.081372571	0.079499024	26.18110857	4.3616e-151	1.4527e-148	150.360354165845	147.83782406347
ZNF750	646.5348562	-4.16601399	0.159261169	-26.15837875	7.9133e-151	2.5876e-148	150.101642369484	147.587102857532
GPRC5B	706.9313678	-2.851509816	0.109095536	-26.13773129	1.3588e-150	4.3641e-148	149.866844461802	147.360105306445
NPR3	1299.42312	-3.110791319	0.119820086	-25.96218573	1.3246e-148	4.1796e-146	147.877915249289	145.378865279494
PTGS1	859.6628822	-4.080871343	0.158005122	-25.82746231	4.3596e-147	1.3519e-144	146.36055335609	143.869055431955
PLAT	1216.570392	1.924605875	0.074987362	25.66573661	2.8218e-145	8.6016e-143	144.54947377087	142.065420757298
DUSP7	636.1008911	2.048876342	0.081275246	25.20910664	3.183e-140	9.541e-138	139.497163361379	137.020406104151
EPHB2	2378.964593	1.278902125	0.051208984	24.97417478	1.1668e-137	3.44e-135	136.93300357955	134.463441557428
OGFRL1	1148.413562	2.292956273	0.092719397	24.73006019	5.0815e-135	1.474e-132	134.294008070085	131.831502516477
OS9	3750.176122	-1.109645782	0.045001921	-24.65774238	3.0397e-134	8.6776e-132	133.517169276514	131.061600372851
BMP7	6553.846478	-1.795298616	0.072948803	-24.61039154	9.7778e-134	2.7477e-131	133.009758850257	130.561030686262
EHF	751.8907384	-3.9882769	0.162595313	-24.52885531	7.2729e-133	2.0123e-130	132.138292383795	129.696307272805
CDC42EP1	5301.556687	1.336391373	0.054591221	24.47996855	2.4145e-132	6.5795e-130	131.617172790264	129.18180710874
SERINC2	2780.405326	1.689065523	0.069110164	24.44018962	6.3988e-132	1.7176e-129	131.193901463866	128.765077968572
SHB	2345.162678	1.406779755	0.057565518	24.43788948	6.7694e-132	1.7904e-129	131.16944982293	128.747049930816
SRF	2692.550784	1.339339407	0.055203843	24.26170584	4.9753e-130	1.2968e-127	129.303180727096	126.88712699816
TMEM178A	308.5565748	-3.784873676	0.156114109	-24.24427678	7.5982e-130	1.9522e-127	129.119289279121	126.709475691563
HMGA1	27367.6705	1.86153029	0.076786249	24.24301625	7.8344e-130	1.9845e-127	129.105994258502	126.702348896757
SLC20A2	2785.492599	1.118793029	0.046333468	24.14654188	8.1181e-129	2.0278e-126	128.09054560328	125.692974881281
LTBP2	1210.848106	2.008292788	0.083610454	24.01963729	1.734e-127	4.2721e-125	126.76095090686	124.369358590029
MAP3K14	1053.93314	2.081870872	0.087464813	23.80238173	3.1554e-125	7.6689e-123	124.500945578803	122.115266925254
PROL1	353.6913335	-4.992529711	0.212826167	-23.45825128	1.0889e-121	2.6113e-119	120.963012002193	118.583143231256
FGFR1	2182.425144	-1.942108292	0.083176051	-23.34936882	1.3987e-120	3.3098e-118	119.854275425119	117.480198248376
MAL	1449.577651	2.136639476	0.09163062	23.3179638	2.9144e-120	6.8071e-118	119.535450841766	117.167037869326
DIRAS2	524.915355	-2.479520382	0.107051852	-23.16186338	1.104e-118	2.5455e-116	117.957030926607	115.594226898627
ABCC3	1149.454693	1.699507826	0.073961673	22.97822324	7.6972e-117	1.7523e-114	116.113667228814	113.756391539041
VTCN1	703.1140952	-2.769204888	0.121050105	-22.87651793	7.9608e-116	1.7897e-113	115.099043286769	112.747219761905
SERPINB7	393.0273769	-2.5100763	0.110121284	-22.79374355	5.2895e-115	1.1745e-112	114.276585378533	111.930146978886
INHBB	2191.611206	1.223660711	0.053776948	22.75437246	1.2989e-114	2.8488e-112	113.886424283199	111.545338039334
SULF2	2848.778788	-1.720320511	0.075772054	-22.70389161	4.1004e-114	8.8851e-112	113.387173775154	111.051337679935
MPRIP	8221.813905	1.521362835	0.068038986	22.36016313	9.6161e-111	2.0589e-108	110.017001028991	107.68636474639
PTGR1	1267.240368	-1.734384012	0.078018811	-22.23033139	1.7484e-109	3.6994e-107	108.757359202182	106.431868707776
ITPR3	4680.238348	1.4633797	0.065950705	22.18899239	4.3871e-109	9.1747e-107	108.35782246613	106.037408127673
SREBF2	3703.863502	-1.20523153	0.054384054	-22.16148761	8.0836e-109	1.6711e-106	108.092395184777	105.77699756079
TSPAN12	494.2835462	-2.746248277	0.124331958	-22.08803211	4.1195e-108	8.3247e-106	107.385155492806	105.079631408355
NOG	1161.793504	2.166380631	0.098078013	22.08834137	4.0914e-108	8.3247e-106	107.388128059172	105.079631408355
CA12	837.1576959	-2.245040387	0.10183655	-22.04552683	1.0545e-107	2.1072e-105	106.976953415924	104.676294242382
WLS	2724.651599	-1.548450746	0.070388208	-21.99872387	2.9619e-107	5.8539e-105	106.528429608266	104.23255470073
CLIC5	275.4540662	-4.501369174	0.205239682	-21.93225567	1.2793e-106	2.5008e-104	105.893027600113	103.601921039325
SOGA2	705.0099786	2.170562957	0.09898689	21.9277821	1.4114e-106	2.7295e-104	105.850349886902	103.563916901358
SCD	3006.874666	-2.24002349	0.102535706	-21.84627761	8.4333e-106	1.6135e-103	105.074002450126	102.79223103026
NAA50	3577.70924	1.288412252	0.059015255	21.83185083	1.1564e-105	2.1893e-103	104.936891917001	102.659694722938
PLXNA2	404.039871	2.696264302	0.12358486	21.81710859	1.5964e-105	2.9907e-103	104.796858280888	102.524227149282
KRT80	9852.016594	1.235462812	0.056658358	21.80548208	2.0583e-105	3.8163e-103	104.686491325954	102.418357492662
DUSP5	1294.599535	2.562570858	0.119358712	21.46949154	3.0029e-102	5.4593e-100	101.522459130063	99.2628630396445
STAC	356.0801233	2.442225721	0.113753497	21.46945617	3.0051e-102	5.4593e-100	101.522141071506	99.2628630396445
ATP2B4	1782.651664	-2.017170764	0.094252636	-21.4017437	1.287e-101	2.3147e-99	100.890421453096	98.6355052883554
BOC	2402.676422	-2.614510989	0.122461118	-21.34972332	3.9225e-101	6.9848e-99	100.406437047741	98.1558460247882
SYNPO	2920.534455	-2.805617147	0.131642443	-21.31240565	8.7103e-101	1.53583e-98	100.059966886772	97.8136568534112
GJB3	388.4994932	2.396326937	0.112543166	21.29251403	1.3319e-100	2.32562e-98	99.8755283810805	97.633461246351
PPRC1	2777.320576	1.030232118	0.048837328	21.09517787	8.8074e-99	1.52308e-96	98.0551522791367	95.8172772846836
BCAT1	836.9079013	-3.368178992	0.159703852	-21.09015502	9.794e-99	1.67757e-96	98.0090399003178	95.7753193489656
ACTN1	22092.99036	1.501628578	0.071297034	21.06158553	1.7908e-98	3.03845e-96	97.7469529142886	95.5173479059031
ITGA3	29138.99166	1.954526226	0.09288137	21.04325354	2.63653e-98	4.43158e-96	97.5789672826445	95.3534414062954
IL1R1	2146.790204	-2.027292047	0.096370915	-21.03634747	3.04985e-98	5.07884e-96	97.5157215199235	95.2942354686464
SGPP2	1876.817275	-1.628586067	0.077585629	-20.99082124	7.95593e-98	1.31273e-95	97.0993090466571	94.8818245896517
TUBB	59649.48518	0.696846247	0.03322742	20.97202373	1.18131e-97	1.93144e-95	96.9276361196406	94.7141187786264
DDX11	2028.611213	1.067892133	0.051031793	20.9260163	3.10378e-97	5.02896e-95	96.5081090696858	94.2985218187136
MCTP1	473.7633268	-2.807150992	0.134381024	-20.88948949	6.67288e-97	1.07153e-94	96.1756866851007	93.9699956653575
FAM69B	1529.049194	-1.423926641	0.068398673	-20.81804475	2.97062e-96	4.72801e-94	95.5271528993434	93.3253216135692
TUBA8	479.2887503	-2.635718397	0.126846602	-20.77878605	6.73399e-96	1.06238e-93	95.1717275328764	92.9737201137774
PTHLH	810.6914391	2.424798007	0.116917246	20.73943821	1.52698e-95	2.38807e-93	94.8161666511862	92.621952947154
SLC20A1	923.1719778	1.70543656	0.082417739	20.69259085	4.03916e-95	6.26244e-93	94.3937089431309	92.2032564220498
EZR	16755.37234	1.292272262	0.062496964	20.67736071	5.53895e-95	8.51436e-93	94.256572555204	92.0698479911441
HTR6	235.072518	-5.853813404	0.283320125	-20.66148107	7.69671e-95	1.1731e-92	94.1136948766694	91.93066496521
S1PR3	575.4535063	-1.838818605	0.089093296	-20.63924767	1.21946e-94	1.84302e-92	93.9138324405853	91.7344699518984
S1PR5	594.9744778	-1.981945984	0.096086048	-20.62678215	1.57808e-94	2.36515e-92	93.8018709842205	91.6261413106951
LTBP3	15510.35254	1.406956827	0.068225173	20.62225366	1.73295e-94	2.5758e-92	93.7612139676019	91.5890878611369
RPL6	22388.71389	-0.850877186	0.041282722	-20.61097569	2.18777e-94	3.22517e-92	93.659998337266	91.4914473885896
TMEM100	241.3244226	-5.158329464	0.251249406	-20.53071309	1.14483e-93	1.67396e-91	92.9412589985148	90.7762549238737
MARS	5369.840559	-1.410994155	0.068902309	-20.47818379	3.36991e-93	4.88773e-91	92.4723816976525	90.3108927926896
TAX1BP3	1966.564112	1.198658791	0.058565982	20.4668095	4.25587e-93	6.12335e-91	92.3710116464895	90.2130109163401
TOR4A	453.2049284	2.894094362	0.141610481	20.43700677	7.84026e-93	1.1191e-90	92.1056695349313	89.9511311042601
BDNF	354.595262	2.616246995	0.128105505	20.42259615	1.05316e-92	1.49142e-90	91.9775056441626	89.8264000373005
FAM43A	523.9391167	-2.200385851	0.10797968	-20.37777707	2.63346e-92	3.70022e-90	91.5794732738173	89.4317724537855
CYP4F11	439.4082165	1.905825161	0.093701442	20.33933659	5.77057e-92	8.04525e-90	91.2387812863888	89.0944604559859
SUSD2	7334.829046	0.932030703	0.045906252	20.30291452	1.2118e-91	1.67648e-89	90.9165690518395	88.7756016232321
SCEL	1575.623664	1.800971173	0.089024391	20.23008706	5.32089e-91	7.30506e-89	90.2740157192536	88.1363762126439
NGFR	551.3104315	2.820425043	0.139689977	20.19060429	1.18407e-90	1.6133e-88	89.926622622178	87.7922848661944
ZNF703	1790.999335	-1.812314329	0.089996079	-20.13770312	3.44967e-90	4.66484e-88	89.4622224481249	87.3311632475892
FOXE1	282.2219615	2.613064905	0.12988284	20.11863084	5.06884e-90	6.80321e-88	89.2950914172425	87.1672861231253
FAM83H	5219.890168	1.131807067	0.056338461	20.08942112	9.13205e-90	1.21659e-87	89.0394317193166	86.914855757627
CRHR1	998.9671405	-2.214341999	0.110579968	-20.0248024	3.34838e-89	4.42798e-87	88.4751652607928	86.3537943493808
ALDH1B1	1548.567277	1.180985096	0.059025826	20.00793857	4.69673e-89	6.16575e-87	88.3282044053012	86.2100140884032
FDFT1	2529.956021	-1.396463931	0.069930831	-19.96921679	1.02041e-88	1.32986e-86	87.9912252939631	85.8761940766478
KLHDC8A	756.6658126	-1.934027942	0.097396518	-19.85725969	9.53745e-88	1.23404e-85	87.0205677258162	84.908670762914
EPHA2	12144.05636	1.09473694	0.05528801	19.80062127	2.94045e-87	3.77743e-85	86.5315862010294	84.4228035748765
GABRA2	389.141305	-2.69330492	0.136191644	-19.77584562	4.80701e-87	6.13149e-85	86.3181249744097	84.2124339757024
CCNB1	2748.56054	-1.049763006	0.053176788	-19.74100064	9.58607e-87	1.21412e-84	86.0183594040003	83.9157383867679
CLCF1	559.5435029	2.127664852	0.108185991	19.6667317	4.15728e-86	5.22858e-84	85.381190724024	83.2816162426623
SLC2A12	772.0849816	-2.151963119	0.109601162	-19.63449188	7.84617e-86	9.79954e-84	85.1053422864101	83.0087943100371
ZNFX1	2093.440105	1.443376825	0.073658139	19.59561903	1.68524e-85	2.09027e-83	84.7733382412298	82.6797976124839
SPATS2L	3851.988414	1.008659886	0.051538663	19.57093606	2.7361e-85	3.37046e-83	84.5628680339057	82.4723108226217
CHCHD10	4099.479717	-1.255120977	0.064166225	-19.56046162	3.36022e-85	4.11112e-83	84.4736322875928	82.3860398463582
CRISPLD2	621.0635303	-2.597935493	0.133662389	-19.43654847	3.7881e-84	4.6033e-82	83.4215785648126	81.3369307209351
COTL1	13231.9988	1.681303701	0.08654488	19.42695752	4.56639e-84	5.51185e-82	83.3404269996318	81.2587026098702
JAG1	3698.036538	-1.555035514	0.080183892	-19.39336532	8.77999e-84	1.05272e-81	83.0565059787348	80.9776871260845
ARHGDIB	1894.266694	1.564456522	0.08074758	19.37465533	1.26304e-83	1.50436e-81	82.8985828952846	80.8226482227172
KRT5	1813.063633	-4.874334494	0.252178622	-19.32889657	3.06912e-83	3.63145e-81	82.5129861306887	80.4399199310905
CEP170B	3780.705378	1.418962458	0.07355948	19.29000126	6.51717e-83	7.66087e-81	82.1859409503104	80.1157219072937
XDH	597.5170213	1.628242707	0.084431583	19.28475867	7.21258e-83	8.42326e-81	82.1419093567318	80.0745197937733
THEMIS2	539.8732387	-2.121673013	0.110426205	-19.21349199	2.85407e-82	3.31164e-80	81.5445353794201	79.4799568803748
ERBB3	1537.257824	-1.379832853	0.071865287	-19.20026901	3.6818e-82	4.24469e-80	81.433939806613	79.3721540218406
KPNA1	6407.096758	1.120487011	0.058522418	19.14628712	1.03938e-81	1.19066e-79	80.9832256442317	78.92421223617
MEX3A	4137.029526	-1.306167713	0.068620868	-19.03455549	8.8238e-81	1.00441e-78	80.0543443441627	77.9980889720611
KRTAP2-3	432.5048343	1.808435425	0.095041486	19.02785305	1.00278e-80	1.13427e-78	79.9987943364373	77.945283554303
LAMA1	1025.790076	-1.826192033	0.096185061	-18.9862335	2.21669e-80	2.4917e-78	79.6542950379198	77.6035042478024
NPAS2	2065.133099	2.133901798	0.112796831	18.91810063	8.09184e-80	9.03924e-78	79.0919527131237	77.0438680825425
CDC42EP3	2761.718269	1.244104975	0.065824172	18.90042732	1.13133e-79	1.25598e-77	78.9464106963347	76.9010172761711
ALPL	199.3538352	-3.189879129	0.169797853	-18.78633374	9.77003e-79	1.078e-76	78.0101041027281	75.9673812391493
ETS1	1072.80541	2.004446094	0.106920203	18.74712199	2.04355e-78	2.24105e-76	77.6896147318411	75.6495484538256
LAD1	5241.779821	0.883236061	0.047184538	18.71876041	3.48159e-78	3.77208e-76	77.4582223737189	75.4234191051208
CXXC5	1602.956418	-1.28897527	0.068859937	-18.71879823	3.47912e-78	3.77208e-76	77.4585305915344	75.4234191051208
RUNX1	1892.879035	1.698217569	0.090750719	18.71299308	3.87962e-78	4.17814e-76	77.4112108104844	75.3790170118883
STMN3	628.2890468	2.663932211	0.142445252	18.70144615	4.81801e-78	5.15786e-76	77.3171323029387	75.2875304501106
KIF20A	1668.914797	-1.474624689	0.07887998	-18.69453674	5.48448e-78	5.83658e-76	77.2608645428999	75.2338415573743
HMGCS1	1238.362731	-2.219192393	0.118843323	-18.67326104	8.1708e-78	8.64423e-76	77.087735419774	75.0632736862125
NT5E	529.3099632	3.25488373	0.174396882	18.66365786	9.78015e-78	1.02863e-75	77.0096544843052	74.9877408136291
EGR1	8145.858857	-1.877647903	0.100687013	-18.64836241	1.30205e-77	1.36147e-75	76.8853723381126	74.8659919239002
PLOD2	1339.534931	1.689175228	0.090724403	18.61875282	2.26426e-77	2.35392e-75	76.6450737055394	74.6282083011141
TGFB2	1884.364144	-1.651847566	0.088768181	-18.6085549	2.73906e-77	2.83115e-75	76.56239845428	74.5480371202334
MXRA5	512.7027861	-2.345455126	0.126159615	-18.59117221	3.78808e-77	3.89306e-75	76.4215808577597	74.4097089028659
PDGFB	2468.908722	1.336325332	0.072035092	18.55103257	8.00003e-77	8.17503e-75	76.0969083844068	74.0875106449294
FHL2	3064.424498	1.267184265	0.068323389	18.54685907	8.64588e-77	8.7851e-75	76.0631907965261	74.0562532906057
SRRM2	13269.38879	1.165099826	0.062880356	18.52883622	1.20873e-76	1.22129e-74	75.917670698813	73.9131811989171
SLC43A2	2303.805603	1.283972208	0.069357315	18.51242655	1.63946e-76	1.64725e-74	75.7852991749026	73.7832404837804
HSP90AB1	21360.71373	0.625192152	0.033846857	18.47120279	3.5215e-76	3.51856e-74	75.4532723072716	73.453635038797
KLF10	2037.852127	1.404319504	0.076704446	18.3081892	7.11984e-75	7.0746e-73	74.1475297658994	72.1502981102494
AC005077.14	142.7929809	3.534796528	0.193468543	18.27065252	1.41746e-74	1.40071e-72	73.8484891878314	71.8536517708074
SYK	1284.90336	-1.880958795	0.103113097	-18.24170595	2.40824e-74	2.36678e-72	73.6183002344068	71.625842109298
APOE	209.3529033	-2.836071938	0.155509313	-18.23731256	2.60978e-74	2.55092e-72	73.5833961014023	71.5933031611877
B4GALNT1	1000.80882	-1.577532389	0.086543033	-18.22830019	3.07738e-74	2.99171e-72	73.5118188730364	71.5240805068984
MCAM	2242.720157	-1.083730575	0.059674391	-18.16073124	1.05609e-73	1.02117e-71	72.9762990696452	70.9909019524125
PYGL	3327.6863	0.966059388	0.053227168	18.14974227	1.29005e-73	1.24072e-71	72.8893934569075	70.9063262170309
ZBED2	513.8651955	1.711900225	0.094368666	18.14055773	1.52476e-73	1.45866e-71	72.81679850968	70.8360459262913
IGF1	350.0816543	-3.315887539	0.183403629	-18.07972695	4.60356e-73	4.38069e-71	72.3369061921456	70.3584574786303
MYO5B	2333.20117	1.141020442	0.063177901	18.06043617	6.53046e-73	6.18159e-71	72.1850562263167	70.2088998033236
DNAJC5	3489.612259	0.905436137	0.050207994	18.03370463	1.05949e-72	9.97643e-71	71.9749031380238	70.0010248403432
B4GALT1	8005.233829	1.019015064	0.05659229	18.0062524	1.74019e-72	1.63007e-70	71.7594033313457	69.7877937453132
IRAK1	7044.183227	1.379302315	0.076692698	17.98479325	2.56343e-72	2.38877e-70	71.5911785374117	69.621825663787
PSAT1	1836.09575	-1.595231327	0.088708051	-17.98293746	2.6507e-72	2.45736e-70	71.576639421915	69.6095312152901
TACR1	664.1269031	-3.494717056	0.194352156	-17.981365	2.72696e-72	2.51509e-70	71.5643212323945	69.5994464695329
IQGAP2	511.2920788	-2.587876178	0.144615336	-17.89489446	1.29241e-71	1.18592e-69	70.8885996902954	68.9259446066972
NR1D1	566.0384048	1.528749573	0.085605883	17.85799664	2.50469e-71	2.28664e-69	70.6012460181483	68.6408022037011
FAM129A	1960.713218	1.378047254	0.077245153	17.83991869	3.46199e-71	3.12884e-69	70.4606741909237	68.5046166448736
IL6	390.7339749	2.18624687	0.122547329	17.84002053	3.45569e-71	3.12884e-69	70.4614652237533	68.5046166448736
ID2	735.7365145	-1.84826599	0.103624772	-17.83614042	3.70414e-71	3.33095e-69	70.4313126072821	68.4774318863383
DUSP4	743.9332852	1.953772105	0.109713253	17.80798627	6.1275e-71	5.48274e-69	70.2127166800759	68.2610023485434
KCNJ5	349.1564526	-4.888486221	0.27472493	-17.79411217	7.85017e-71	6.98937e-69	70.1051209382532	68.1555619684395
LMCD1	2236.995968	-1.175342908	0.066072341	-17.78872803	8.64194e-71	7.65642e-69	70.0633887532712	68.1159742509523
ATP1B3	1533.01218	1.119686101	0.063000973	17.77252085	1.15387e-70	1.01727e-68	69.9378431179246	67.9925637629598
PEA15	19692.32587	1.014574743	0.057312098	17.70262785	4.0019e-70	3.51094e-68	69.3977337677715	67.4545765923209
ASS1	7917.54535	-1.629319396	0.092154061	-17.68038629	5.93879e-70	5.18491e-68	69.2263020314251	67.285258777721
TSHR	1012.644665	-2.454325446	0.13882068	-17.67982579	5.99812e-70	5.21141e-68	69.2219848498775	67.2830447580109
PXDC1	1646.568626	-0.977652811	0.05539231	-17.64961243	1.02457e-69	8.85907e-68	68.9894583646662	67.052611866721
MYH9	29192.49241	1.115264498	0.063230893	17.63796854	1.25907e-69	1.08346e-67	68.8999501239282	66.9651871176621
ISYNA1	1423.485808	-1.186755962	0.06741624	-17.60341375	2.31914e-69	1.98618e-67	68.6346730334266	66.7019813955867
CELSR1	1694.772709	-2.125782181	0.120802728	-17.59713722	2.59094e-69	2.20844e-67	68.5865426441236	66.6559143953745
TUBB2B	3880.790428	-1.511528261	0.085902617	-17.59583482	2.6512e-69	2.24914e-67	68.5765575089247	66.6479835106226
NOTCH3	5680.037117	-0.863470311	0.04911887	-17.57919726	3.55575e-69	3.00235e-67	68.4490687812893	66.5225386811106
LRRC59	10927.60273	0.852161808	0.048707348	17.49554937	1.54912e-68	1.30191e-66	67.8099149390392	65.8854190371613
AC026703.1	1133.666848	-2.384202375	0.13699868	-17.40310468	7.815e-68	6.53734e-66	67.1070710176448	65.1845989272593
PDGFD	256.2756728	-2.611904306	0.150226616	-17.38642847	1.0455e-67	8.7052e-66	66.9806759628463	65.0602212466146
MANEAL	328.2602395	1.919051449	0.110652244	17.34308656	2.22463e-67	1.84378e-65	66.652742210445	64.7342909002488
HS6ST1	5633.749392	-1.145193845	0.066054004	-17.33723582	2.463e-67	2.03198e-65	66.6085355881609	64.6920805709611
SFRP1	1349.507107	1.170375972	0.067572727	17.32024186	3.30964e-67	2.71798e-65	66.4802192432383	64.5657537433068
AIF1L	2565.899824	-1.624548604	0.093934832	-17.29442187	5.18203e-67	4.23631e-65	66.2855000771092	64.3730122670812
IQCJ-SCHIP1	856.7382571	1.422463831	0.082430094	17.25660822	9.98038e-67	8.12204e-65	66.0008529227646	64.0903348759964
TRMT61A	1762.059992	1.706753546	0.099033848	17.23404245	1.47475e-66	1.19475e-64	65.8312815951588	63.9227229608072
CTDSP2	3108.139708	-1.145570636	0.066605021	-17.1994637	2.68e-66	2.16143e-64	65.5718652059712	63.6652588249492
ARHGDIA	29863.72304	1.025454314	0.059631102	17.1966354	2.81405e-66	2.2594e-64	65.5506681902946	63.6460068755805
FAT2	5978.678766	-0.9345568	0.054510497	-17.14452905	6.90561e-66	5.51988e-64	65.1607979524318	63.2580703635578
USP18	348.7809152	-2.200944885	0.12901104	-17.0601282	2.9391e-65	2.33892e-63	64.5317856372315	62.6309846324673
TGFA	989.9547355	1.8934021	0.110997662	17.05803585	3.04627e-65	2.41353e-63	64.5162316064782	62.6173472985633
DCBLD2	11423.24026	2.386838899	0.140222137	17.02184089	5.65639e-65	4.46185e-63	64.2474606541955	62.3504850340673
EHD1	1189.420522	1.540658498	0.090794271	16.96867517	1.40056e-64	1.09996e-62	63.8536982812633	61.9586231076555
