	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	X.log10.pvalue.	X.log10.padj.
INKA1	411.580750499599	2.96045628586677	0.185587752768563	15.9517869132162	2.76860397824685e-57	5.11676015626777e-55	56.557739161395	56.557739161395
HLA-C	19038.9279202923	0.969986662542754	0.060888035204778	15.9306612420733	3.88229806911741e-57	7.10535931077012e-55	56.410911124073	56.410911124073
ID3	2892.33545729302	1.38863406364213	0.0881516526390083	15.7527853655649	6.5721647426734e-56	1.19126805350131e-53	55.1822915587584	55.1822915587584
PNMA2	8278.98319163096	-1.34487636800334	0.0854449759756064	-15.7396775251864	8.085466698619019e-56	1.45161078795873e-53	55.0922949072622	55.0922949072622
FARSA	18507.5099909508	-0.990393816598559	0.0631731482797757	-15.6774490992975	2.15746139971245e-55	3.83682121188485e-53	54.6660569657364	54.6660569657364
ACSL5	455.794550458023	2.69887667634862	0.172555786683298	15.6406037040186	3.85060177144612e-55	6.78389663490943e-53	54.4144713937134	54.4144713937134
PSMB10	2250.69315853177	1.37873475166426	0.0885612055229579	15.5681569997017	1.19809839256513e-54	2.0912363702079e-52	53.9215075145065	53.9215075145065
PDLIM1	4302.52096012364	1.25613455103027	0.0807319278153618	15.5593280752952	1.3753516152204601e-54	2.3786012200477803e-52	53.8615862581766	53.8615862581766
SCN3A	265.27770816678	-4.32557953103483	0.279012246654726	-15.5031887771854	3.30094438042708e-54	5.65691841049372e-52	53.4813617932938	53.4813617932938
RGPD3	464.310765827353	2.65442482386726	0.171724300101109	15.4574793567618	6.717622522685831e-54	1.1408459655419e-51	53.1727844037275	53.1727844037275
OAS2	846.728672479427	1.94607138259829	0.12669673611573	15.3600751073861	3.0322314357797e-53	5.10362453534671e-51	52.5182376541461	52.5182376541461
RIPK4	353.310073408625	3.2567754700432	0.212269811760711	15.3426219349293	3.96837223307967e-53	6.62015796157389e-51	52.4013875978106	52.4013875978106
H6PD	3583.84141958429	-1.29231485048274	0.0847554302454138	-15.2475758395748	1.7085968458555e-52	2.82532974923e-50	51.7673603996989	51.7673603996989
ENSG00000268555	1342.81629964508	-1.58158544604767	0.103888776452434	-15.2238336041219	2.45701536547029e-52	4.02758231778091e-50	51.6095921275581	51.6095921275581
PRKCH	3146.55711768909	1.32579685804504	0.0873331460258782	15.1809126130894	4.7315254580404806e-52	7.68913675944147e-50	51.3249988188389	51.3249988188389
BNIP3	2146.40285810338	-1.71091306108983	0.112812496054476	-15.1659888835688	5.93975157800034e-52	9.57010743563115e-50	51.2262317184127	51.2262317184127
RGS3	417.504573034669	3.03971901002412	0.200868411359776	15.1328871943915	9.828690126068501e-52	1.5701748946315e-49	51.0075043569314	51.0075043569314
SLC16A6	876.501863153396	1.85403156143324	0.12320946225507	15.0478017475233	3.56897782869016e-51	5.65368076038977e-49	50.447456149973	50.447456149973
JPH1	1025.87245909772	-1.78938743434846	0.118975918557959	-15.0399127490389	4.02079668883593e-51	6.3163365317704994e-49	50.395687886397	50.395687886397
B2M	48773.4239254294	0.917603540946703	0.0612321170631293	14.9856576084193	9.11191946672558e-51	1.4195768088202e-48	50.0403901273082	50.0403901273082
SPRY1	776.789904713713	-2.00188915530977	0.133651557125977	-14.9784199926892	1.0160386698152999e-50	1.56994630858101e-48	49.9930897627531	49.9930897627531
CD1E	3357.42583840399	1.19762170113523	0.0801165520395693	14.9484927976398	1.5931420977895299e-50	2.4416521695472002e-48	49.7977454862619	49.7977454862619
CHST15	297.538825682819	3.44211034797667	0.23097160645696	14.9027423793673	3.16324938388599e-50	4.8089043657770003e-48	49.4998665678768	49.4998665678768
RUNX1	19765.6641468891	-0.901119146739276	0.0604987612584885	-14.8948363238238	3.56055494234173e-50	5.36960169744671e-48	49.4484823083153	49.4484823083153
POLM	3497.33583532338	-1.20125970043189	0.0807425437771103	-14.8776548797863	4.60354935305901e-50	6.88742133765995e-48	49.3369071965667	49.3369071965667
PSME1	23316.0726536562	1.00957260526633	0.0679203701555878	14.86406217978	5.63991326638456e-50	8.37149645548153e-48	49.2487275747791	49.2487275747791
APBA2	1389.70287761276	-1.6542477833311	0.111362192077997	-14.854662542674	6.4893882773198195e-50	9.55714518873094e-48	49.1877962400726	49.1877962400726
JUN	2216.21511309744	-1.32033301933582	0.0888976917218092	-14.8522756188944	6.72466185145157e-50	9.82686826059795e-48	49.1723295492052	49.1723295492052
CD3G	21441.2928345468	0.908606031449631	0.0615996988739139	14.7501700180292	3.068906147924e-49	4.45014998419349e-47	48.5130163927875	48.5130163927875
ITM2C	15223.6617931369	0.921358014420092	0.0624888000188073	14.7443704174635	3.34423912433242e-49	4.81238562845729e-47	48.4757026766083	48.4757026766083
B4GALT3	1793.56547035012	-1.36636928762427	0.0927965786955983	-14.7243498287409	4.49774561024629e-49	6.42325776505703e-47	48.3470051116373	48.3470051116373
RHOH	9783.82613116291	-0.978545357348086	0.0669257567669395	-14.6213566288947	2.0526895219317698e-48	2.90941730661171e-46	47.6876767345596	47.6876767345596
GPT2	21377.8218535984	-0.853909020172034	0.0584577771485696	-14.6072783096394	2.52401384355642e-48	3.55076007200613e-46	47.5979082674296	47.5979082674296
DUSP16	1859.12736074235	-1.45718764989497	0.099907897391531	-14.5853099498668	3.48336341858528e-48	4.8640654669445204e-46	47.4580012133245	47.4580012133245
CD248	863.536123808498	2.01993428173978	0.138512168715016	14.5830817644312	3.59896389212068e-48	4.9885344360563906e-46	47.4438225105384	47.4438225105384
MYB	38855.3973261372	-0.904894077410936	0.0621217347799362	-14.5664650321902	4.5903703896731896e-48	6.31628264348389e-46	47.3381522705191	47.3381522705191
MYL6	21917.2202318079	1.04465095667383	0.0718599276162973	14.5373226960628	7.02883564007961e-48	9.60149135153194e-46	47.1531166119602	47.1531166119602
ITGAE	1651.25851302371	1.40981879313863	0.0970692889791408	14.5238397021903	8.55791100064624e-48	1.16061280772074e-45	47.067632234343	47.067632234343
SOX4	44281.0863583783	-0.800825749199341	0.0558249613546668	-14.3452987653953	1.14008246891867e-46	1.53512104439899e-44	45.9430637324347	45.9430637324347
HDAC5	2499.09972361252	-1.22381256158748	0.0857686059151178	-14.26877058954	3.42564521067435e-46	4.57991757917888e-44	45.4652576183189	45.4652576183189
CALM3	31048.9958060686	0.866169152459911	0.0607188194700573	14.2652502143434	3.60297339828296e-46	4.78307405148113e-44	45.443338944378	45.443338944378
CTSG	2325.54933161738	-1.39105610939367	0.0976270783304123	-14.2486708931894	4.5689430531894705e-46	6.0230171675297e-44	45.3401842549099	45.3401842549099
SOX12	6110.61428713103	-0.953266412551104	0.0674192296718228	-14.1393845226551	2.17175473045255e-45	2.8430380849834e-43	44.6631892238464	44.6631892238464
ACTA2	571.884738407274	2.17687599253751	0.15423018626682	14.1144612817331	3.0937104384866204e-45	4.0220369293731896e-43	44.5095203373246	44.5095203373246
KLF15	2203.60297663211	-1.22370809214165	0.086710101337275	-14.1126359359425	3.17485299973209e-45	4.09925711629792e-43	44.4982763783667	44.4982763783667
LZTFL1	11742.8508389999	0.975963623906176	0.0693872887110755	14.0654526504131	6.19253631394814e-45	7.94119061593444e-43	44.2081314379676	44.2081314379676
SLC43A1	5514.61996757331	-0.962391443765194	0.0684669755770913	-14.0562867813779	7.04889082136537e-45	8.97828654551071e-43	44.1518792160665	44.1518792160665
GIMAP6	445.630848846718	2.43387811528627	0.173551653541343	14.0239408016154	1.1126087043560401e-44	1.4076366903232e-42	43.9536575467329	43.9536575467329
EPS8L2	443.97898943889	-2.39848438903	0.171309385968501	-14.0008930361295	1.53924311039943e-44	1.93441812494264e-42	43.8126927816197	43.8126927816197
AFDN	2995.02016151929	-1.16158444076806	0.0832279916516105	-13.9566559004621	2.86567738327283e-44	3.5775420100712695e-42	43.5427727038727	43.5427727038727
P2RY2	213.807907000029	5.56372896258023	0.401521837663305	13.8566036531385	1.16036113094164e-43	1.4390768210118998e-41	42.9354068273532	42.9354068273532
HDAC11	2088.21065976383	1.26614176328998	0.0914768331013382	13.8411193344149	1.4394746036485699e-43	1.77356442832543e-41	42.8417959928856	42.8417959928856
GIMAP1	742.025976449093	1.88703337505299	0.136798086233309	13.7942965944323	2.75830163835669e-43	3.37641196004298e-41	42.559358242616	42.559358242616
APOL2	3182.02583034938	1.13526906804251	0.082350167446034	13.7858744341532	3.0998754462058197e-43	3.77004851847909e-41	42.5086557558794	42.5086557558794
CD3D	30252.2891320249	0.870398234676611	0.0634404060279948	13.7199348045239	7.71347320122351e-43	9.28202494126242e-41	42.1127500249999	42.1127500249999
ACY3	756.228908929629	1.96484633168437	0.143212724064443	13.7197748630228	7.730507218599539e-43	9.28202494126242e-41	42.1117920099611	42.1117920099611
MAT1A	1284.29998956744	1.43902046956778	0.105247783296131	13.6726914762554	1.47824623442062e-42	1.7636974534850098e-40	41.8302532186183	41.8302532186183
EPHB4	1014.94801833036	-1.57196772936467	0.115431722949308	-13.6181604952306	3.1233600004998e-42	3.70304775908312e-40	41.5053779558211	41.5053779558211
RASGRP1	1953.26488464713	-1.32324808493344	0.0974636796521826	-13.5768328228085	5.4951702630569793e-42	6.47434091430545e-40	41.2600188467963	41.2600188467963
SPRY4	625.007182664021	2.06470269475078	0.152131533054422	13.5718259935774	5.883776797205859e-42	6.889135180380589e-40	41.2303438107202	41.2303438107202
OSBP2	2665.37677783476	-1.10805753282472	0.0817914008932165	-13.5473597557199	8.213148357299969e-42	9.55716417799146e-40	41.0854903322713	41.0854903322713
SLC29A4	885.851627616147	-1.7114585790229	0.126538966375648	-13.5251506159944	1.11115842226872e-41	1.28505812381519e-39	40.9542240175558	40.9542240175558
ST8SIA2	533.552682971938	-2.27409248787231	0.168692066404848	-13.4807317044458	2.0308277878123499e-41	2.33433747732015e-39	40.6923269027763	40.6923269027763
HK2	8124.99613952483	-0.96407240598648	0.0715254372358156	-13.4787348843179	2.0865388436804e-41	2.38383901467995e-39	40.6805735259108	40.6805735259108
CCR9	15787.7106674421	0.819101402267051	0.0608942327571075	13.4512147568104	3.02855723086883e-41	3.43923688910291e-39	40.5187642150284	40.5187642150284
MED12L	1959.63328364947	-1.26154708150837	0.0941231058215748	-13.4031603663805	5.79422600609298e-41	6.5405361940634e-39	40.2370045689726	40.2370045689726
TAP1	4553.31085785226	0.955210322074483	0.0713445251014691	13.3886983018801	7.04038302876506e-41	7.89989645686013e-39	40.1524037126258	40.1524037126258
PSMB8	8438.88958823984	0.906318336164479	0.0677128584432057	13.3847301236686	7.426663135204199e-41	8.28402525217363e-39	40.1292062747299	40.1292062747299
HLA-A	12755.1198944207	0.933437588358117	0.0697758838887286	13.377653371567	8.16858040839813e-41	9.05799466345372e-39	40.0878534115664	40.0878534115664
SLC6A6	4846.72443497275	-1.1034380198188	0.0825148507912993	-13.3725991047317	8.74314852922508e-41	9.6384264868083e-39	40.0583321437236	40.0583321437236
OCA2	283.046178430677	2.96999096756056	0.222512235860374	13.3475399951679	1.22425432365879e-40	1.34176850321464e-38	39.9121283535235	39.9121283535235
SLC34A2	361.050292019333	-2.55891686362296	0.19205010252092	-13.3242150357312	1.67384043171966e-40	1.82390554788135e-38	39.7762859459406	39.7762859459406
ABCA2	640.421900324375	-1.95249477162422	0.146576652166259	-13.3206396978527	1.75596445457397e-40	1.90239574328586e-38	39.755484279625	39.755484279625
ENSG00000272733	570.330190771561	-2.08009938848514	0.15632056447511	-13.3066266455067	2.11832116378231e-40	2.28185555762631e-38	39.6740081948024	39.6740081948024
TRIP6	942.857021778674	-1.64363842847428	0.123647436498048	-13.2929438330914	2.5437002710757e-40	2.72450533011636e-38	39.5945340637338	39.5945340637338
ARPC3	12410.9659081363	0.878860700620939	0.0662417132480637	13.2674814331833	3.5739165735356597e-40	3.8063221089107703e-38	39.4468555895125	39.4468555895125
FADS3	2880.69516667018	-1.11855405157457	0.0843640769053421	-13.2586533582251	4.020505653645659e-40	4.25789618409407e-38	39.3957193228414	39.3957193228414
PRSS21	3179.02074744386	-1.07957914575159	0.0814961159316734	-13.2470012025692	4.69595344082946e-40	4.94544236385901e-38	39.3282762176572	39.3282762176572
FILIP1L	187.724342823834	-5.18083553714487	0.391733992473056	-13.2253918135563	6.2610115338138e-40	6.55701824577355e-38	39.2033554961722	39.2033554961722
GIMAP2	2142.30542506815	1.1777007237479	0.089101474917466	13.2175222109263	6.95164250490885e-40	7.24007805856556e-38	39.1579125700084	39.1579125700084
UQCC2	1985.29378530155	1.33522713978611	0.101094605244257	13.2076992294498	7.920864591164829e-40	8.20418782461803e-38	39.1012274110016	39.1012274110016
